Field.Number,Year,Species,Common.Name,Weight_g,Volume_mL,Cell,Rake_depth_m,SAV_category,Algae_category
2024-LCS-NWA-070824-005A,2024,Utricularia vulgaris,Common bladderwort,0,0,East,0.81,1,0
2024-LCS-NWA-080824-001A,2024,Ceratophyllum demersum,Coontail,20.3,21,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Elodea canadensis,Common waterweed,1.8,2,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Lemna minor,Lesser duckweed,,,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Lemna trisulca,Star duckweed,0,0,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Nymphaea sp.,White water lily,354.9,420,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.9,1,East,1,1,0
2024-LCS-NWA-080824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,1,1,0
2024-LCS-NWA-080824-002A,2024,Ceratophyllum demersum,Coontail,207.2,215,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Decodon verticillatus,Swamp loosestrife,,,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Elodea canadensis,Common waterweed,452.1,450,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Lemna trisulca,Star duckweed,0.1,0,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Nitella sp.,Stonewort sp.,,,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Nymphaea sp.,White water lily,1.1,1,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Potamogeton pusillus,Slender pondweed,6.2,6,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,66.2,70,East,1.7,3,0
2024-LCS-NWA-080824-002A,2024,Typha sp.,Cattail sp.,,,East,1.7,3,0
2024-LCS-NWA-080824-003A,2024,Ceratophyllum demersum,Coontail,269.1,275,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Elodea canadensis,Common waterweed,43.5,45,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,0.6,1,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Lemna minor,Lesser duckweed,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Lemna sp.,Duckweed sp.,0,0,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Lemna trisulca,Star duckweed,2.9,2,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Nitella sp.,Stonewort sp.,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Nymphaea sp.,White water lily,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Potamogeton pusillus,Slender pondweed,0.9,0,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,13.2,14,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Ranunculus sp.,Crowfoot sp.,1.3,1,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Spirodela polyrhiza,Greater duckweed,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Stuckenia pectinatus,Sago pondweed,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Typha sp.,Cattail sp.,,,East,1.5,3,0
2024-LCS-NWA-080824-003A,2024,Utricularia sp.,Bladderwort sp.,,,East,1.5,3,0
2024-LCS-NWA-080824-004A,2024,Ceratophyllum demersum,Coontail,25.6,26,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Elodea canadensis,Common waterweed,,,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,0.3,0,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Lemna minor,Lesser duckweed,,,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Lemna sp.,Duckweed sp.,0,0,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Lemna trisulca,Star duckweed,5.8,6,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Myriophyllum sibiricum,Northern water milfoil,8.1,8,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Myriophyllum spicatum,Eurasian water milfoil,,,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Nymphaea sp.,White water lily,43.7,55,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.5,0,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Riccia fluitans,Floating slender liverwort/Floating crystalwort,0,0,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Spirodela polyrhiza,Greater duckweed,,,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Utricularia gibba,Humped bladderwort,0.2,0,East,0.66,1,0
2024-LCS-NWA-080824-004A,2024,Utricularia vulgaris,Common bladderwort,30,30,East,0.66,1,0
2024-LCS-NWA-080824-005A,2024,Ceratophyllum demersum,Coontail,64.3,70,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Decodon verticillatus,Swamp loosestrife,,,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Elodea canadensis,Common waterweed,68.7,70,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,2.8,4,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Lemna trisulca,Star duckweed,0.8,1,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Myriophyllum sibiricum,Northern water milfoil,12.6,15,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Nitella sp.,Stonewort sp.,7.5,8,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Nymphaea sp.,White water lily,33.3,40,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Potamogeton pusillus,Slender pondweed,0,0,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,17.8,17,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Ranunculus sp.,Crowfoot sp.,3.3,4,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Typha sp.,Cattail sp.,,,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Utricularia gibba,Humped bladderwort,0,0,East,0.78,2,0
2024-LCS-NWA-080824-005A,2024,Utricularia vulgaris,Common bladderwort,6.8,7,East,0.78,2,0
2024-LCS-NWA-120824-001A,2024,Algae,Algae,,,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Ceratophyllum demersum,Coontail,13.5,14,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Elodea canadensis,Common waterweed,0.3,0,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Lemna minor,Lesser duckweed,0,0,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Najas sp.,Naiad sp./ water nymph sp.,,,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Nitella sp.,Stonewort sp.,0.5,0,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Nymphaea sp.,White water lily,120.1,145,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0,0,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.76,1,0
2024-LCS-NWA-120824-001A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.76,1,0
2024-LCS-NWA-120824-002A,2024,Ceratophyllum demersum,Coontail,36.8,39,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Elodea canadensis,Common waterweed,0.8,1,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Lemna minor,Lesser duckweed,0,0,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Lemna trisulca,Star duckweed,0,0,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Myriophyllum sibiricum,Northern water milfoil,3.2,3,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Najas flexilis,Slender naiad/ water nymph,0.2,0,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Nitella sp.,Stonewort sp.,1.6,2,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Nitellopsis obtusa,Starry stonewort,15.3,16,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Nymphaea sp.,White water lily,44.3,50,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Potamogeton zosteriformis,Flat-stemmed pondweed,0.6,0,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Utricularia gibba,Humped bladderwort,1,1,East,0.62,2,0
2024-LCS-NWA-120824-002A,2024,Utricularia vulgaris,Common bladderwort,114.7,120,East,0.62,2,0
2024-LCS-NWA-120824-003A,2024,Ceratophyllum demersum,Coontail,,,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Lemna minor,Lesser duckweed,,,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Nymphaea sp.,White water lily,68.8,90,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Sagittaria sp.,Arrowhead sp.,,,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Spirodela polyrhiza,Greater duckweed,,,East,0.6,1,0
2024-LCS-NWA-120824-003A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.6,1,0
2024-LCS-NWA-120824-004A,2024,Ceratophyllum demersum,Coontail,21.5,22,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Elodea canadensis,Common waterweed,81.5,85,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Lemna minor,Lesser duckweed,,,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Lemna trisulca,Star duckweed,0,0,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Najas sp.,Naiad sp./ water nymph sp.,,,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Nitella sp.,Stonewort sp.,,,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Nymphaea sp.,White water lily,,,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Potamogeton pusillus,Slender pondweed,0.5,1,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.9,2,0
2024-LCS-NWA-120824-004A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.9,2,0
2024-LCS-NWA-120824-005A,2024,Ceratophyllum demersum,Coontail,35.8,39,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,62.7,90,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Lemna minor,Lesser duckweed,0,0,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Lemna trisulca,Star duckweed,0,0,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Nymphaea sp.,White water lily,106.2,130,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Riccia fluitans,Floating slender liverwort/Floating crystalwort,0,0,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Spirodela polyrhiza,Greater duckweed,0.4,0,East,0.52,2,0
2024-LCS-NWA-120824-005A,2024,Utricularia vulgaris,Common bladderwort,7.4,8,East,0.52,2,0
2024-LCS-NWA-130824-001A,2024,Algae,Algae,,,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Ceratophyllum demersum,Coontail,53,57,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Elodea canadensis,Common waterweed,0.9,1,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,13.2,18,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Lemna minor,Lesser duckweed,0,0,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Lemna trisulca,Star duckweed,0.1,0,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Nymphaea sp.,White water lily,,,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Riccia fluitans,Floating slender liverwort/Floating crystalwort,0,0,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Stuckenia pectinatus,Sago pondweed,8.3,11,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Typha sp.,Cattail sp.,,,East,0.82,1,0
2024-LCS-NWA-130824-001A,2024,Utricularia vulgaris,Common bladderwort,12.8,13,East,0.82,1,0
2024-LCS-NWA-130824-002A,2024,Algae,Algae,,,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Ceratophyllum demersum,Coontail,20.9,20,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Decodon verticillatus,Swamp loosestrife,,,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Elodea canadensis,Common waterweed,1.8,2,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Lemna minor,Lesser duckweed,0,0,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Lemna trisulca,Star duckweed,0,0,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Najas minor,Brittle naiad/Brittle water nymph,13.7,15,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Nitellopsis obtusa,Starry stonewort,101.9,100,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Nymphaea sp.,White water lily,4.9,6,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.37,3,0
2024-LCS-NWA-130824-002A,2024,Utricularia vulgaris,Common bladderwort,10,10,East,0.37,3,0
2024-LCS-NWA-130824-003A,2024,Ceratophyllum demersum,Coontail,39.9,46,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Lemna minor,Lesser duckweed,0,0,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Nitella sp.,Stonewort sp.,,,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Nymphaea sp.,White water lily,82.6,100,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Riccia fluitans,Floating slender liverwort/Floating crystalwort,0,0,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Typha sp.,Cattail sp.,,,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Unknown Submerged,Unknown Submerged,2.1,2,East,0.72,2,0
2024-LCS-NWA-130824-003A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.72,2,0
2024-LCS-NWA-130824-004A,2024,Ceratophyllum demersum,Coontail,24.9,26,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Elodea canadensis,Common waterweed,,,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Lemna minor,Lesser duckweed,0,0,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Najas minor,Brittle naiad/Brittle water nymph,17.1,18,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Nymphaea sp.,White water lily,11.2,14,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Potamogeton crispus,Curly-leaved pondweed,4.2,6,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Potamogeton pusillus,Slender pondweed,8.7,10,East,0.68,2,0
2024-LCS-NWA-130824-004A,2024,Utricularia vulgaris,Common bladderwort,2.7,3,East,0.68,2,0
2024-LCS-NWA-130824-005A,2024,Ceratophyllum demersum,Coontail,7.2,7,East,0.68,1,0
2024-LCS-NWA-130824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,0.7,1,East,0.68,1,0
2024-LCS-NWA-130824-005A,2024,Lemna minor,Lesser duckweed,0,0,East,0.68,1,0
2024-LCS-NWA-130824-005A,2024,Nymphaea sp.,White water lily,250.9,330,East,0.68,1,0
2024-LCS-NWA-130824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.68,1,0
2024-LCS-NWA-130824-005A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.68,1,0
2024-LCS-NWA-140824-001A,2024,Ceratophyllum demersum,Coontail,38.3,39,East,0.85,1,0
2024-LCS-NWA-140824-001A,2024,Lemna minor,Lesser duckweed,0,0,East,0.85,1,0
2024-LCS-NWA-140824-001A,2024,Najas minor,Brittle naiad/Brittle water nymph,0,0,East,0.85,1,0
2024-LCS-NWA-140824-001A,2024,Nymphaea sp.,White water lily,,,East,0.85,1,0
2024-LCS-NWA-140824-001A,2024,Spirodela polyrhiza,Greater duckweed,,,East,0.85,1,0
2024-LCS-NWA-140824-002A,2024,Ceratophyllum demersum,Coontail,1.5,2,East,0.97,1,0
2024-LCS-NWA-140824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,0.97,1,0
2024-LCS-NWA-140824-002A,2024,Lemna minor,Lesser duckweed,0,0,East,0.97,1,0
2024-LCS-NWA-140824-002A,2024,Lemna trisulca,Star duckweed,0,0,East,0.97,1,0
2024-LCS-NWA-140824-002A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.97,1,0
2024-LCS-NWA-140824-002A,2024,Wolffia sp.,Watermeal sp.,0,0,East,0.97,1,0
2024-LCS-NWA-140824-003A,2024,Ceratophyllum demersum,Coontail,,,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,9,13,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Lemna minor,Lesser duckweed,0,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Lemna trisulca,Star duckweed,0.2,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Najas minor,Brittle naiad/Brittle water nymph,0.1,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Nymphaea sp.,White water lily,5.5,8,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Riccia fluitans,Floating slender liverwort/Floating crystalwort,0.4,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Utricularia sp.,Bladderwort sp.,0.2,0,East,0.31,1,0
2024-LCS-NWA-140824-003A,2024,Wolffia sp.,Watermeal sp.,,,East,0.31,1,0
2024-LCS-NWA-140824-004A,2024,Ceratophyllum demersum,Coontail,30.6,33,East,0.55,2,0
2024-LCS-NWA-140824-004A,2024,Lemna minor,Lesser duckweed,0,0,East,0.55,2,0
2024-LCS-NWA-140824-004A,2024,Najas minor,Brittle naiad/Brittle water nymph,40.8,40,East,0.55,2,0
2024-LCS-NWA-140824-004A,2024,Nymphaea sp.,White water lily,30.6,40,East,0.55,2,0
2024-LCS-NWA-140824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.55,2,0
2024-LCS-NWA-140824-005A,2024,Algae,Algae,,,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Ceratophyllum demersum,Coontail,15.2,15,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,90.9,125,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Lemna minor,Lesser duckweed,0,0,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Lemna trisulca,Star duckweed,0,0,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Najas minor,Brittle naiad/Brittle water nymph,1.5,1,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Nitella sp.,Stonewort sp.,0.1,0,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Nymphaea sp.,White water lily,,,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Potamogeton pusillus,Slender pondweed,0.1,0,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Stuckenia pectinatus,Sago pondweed,,,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Typha sp.,Cattail sp.,,,East,0.3,1,0
2024-LCS-NWA-140824-005A,2024,Utricularia vulgaris,Common bladderwort,27.1,29,East,0.3,1,0
2024-LCS-NWA-150824-001A,2024,Ceratophyllum demersum,Coontail,39.9,42,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Elodea canadensis,Common waterweed,55,60,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,19.4,28,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Lemna trisulca,Star duckweed,0.4,0,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Myriophyllum sibiricum,Northern water milfoil,16.6,19,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Nitella sp.,Stonewort sp.,6.9,6,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Nymphaea sp.,White water lily,379.7,475,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Pontederia cordata,Pickerelweed,,,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Potamogeton pusillus,Slender pondweed,1.4,1,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Sagittaria sp.,Arrowhead sp.,,,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Utricularia gibba,Humped bladderwort,1.1,1,East,0.79,2,0
2024-LCS-NWA-150824-001A,2024,Utricularia sp.,Bladderwort sp.,,,East,0.79,2,0
2024-LCS-NWA-150824-002A,2024,Ceratophyllum demersum,Coontail,7.8,8,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Elodea canadensis,Common waterweed,8,8,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Hydrocharis morsus-ranae,European frog-bit,0.8,1,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Lemna trisulca,Star duckweed,0.3,0,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Myriophyllum sibiricum,Northern water milfoil,14.8,15,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Najas sp.,Naiad sp./ water nymph sp.,,,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Nitella sp.,Stonewort sp.,1.3,1,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Nitella sp.,Stonewort sp.,0.1,0,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Nymphaea sp.,White water lily,84.3,105,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Pontederia cordata,Pickerelweed,,,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Potamogeton pusillus,Slender pondweed,0.1,0,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Typha sp.,Cattail sp.,,,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Utricularia gibba,Humped bladderwort,1.1,1,East,0.73,2,0
2024-LCS-NWA-150824-002A,2024,Utricularia vulgaris,Common bladderwort,65.4,65,East,0.73,2,0
2024-LCS-NWA-150824-003A,2024,Ceratophyllum demersum,Coontail,6.7,7,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Elodea canadensis,Common waterweed,0.8,1,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Hydrocharis morsus-ranae,European frog-bit,0.2,0,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Lemna minor,Lesser duckweed,,,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Lemna trisulca,Star duckweed,0,0,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Myriophyllum sibiricum,Northern water milfoil,3.9,4,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Nitella sp.,Stonewort sp.,0.2,0,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Nymphaea sp.,White water lily,79.1,95,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.57,1,0
2024-LCS-NWA-150824-003A,2024,Utricularia vulgaris,Common bladderwort,19.9,21,East,0.57,1,0
2024-LCS-NWA-150824-004A,2024,Ceratophyllum demersum,Coontail,2.7,2,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Elodea canadensis,Common waterweed,14,13,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Najas minor,Brittle naiad/Brittle water nymph,0.1,0,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Nymphaea sp.,White water lily,124.7,160,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Potamogeton pusillus,Slender pondweed,0.1,0,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Sagittaria sp.,Arrowhead sp.,,,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,0.86,2,0
2024-LCS-NWA-150824-004A,2024,Utricularia vulgaris,Common bladderwort,17,18,East,0.86,2,0
2024-LCS-NWA-150824-005A,2024,Ceratophyllum demersum,Coontail,116.1,130,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Elodea canadensis,Common waterweed,137.2,140,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Hydrocharis morsus-ranae,European frog-bit,,,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Lemna trisulca,Star duckweed,0,0,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Najas flexilis,Slender naiad/ water nymph,12,14,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Najas minor,Brittle naiad/Brittle water nymph,32,34,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Nitellopsis obtusa,Starry stonewort,12.1,12,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Nymphaea sp.,White water lily,119.8,140,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Potamogeton pusillus,Slender pondweed,8,9,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Potamogeton robbinsii,Fern pondweed,,,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Spirodela polyrhiza,Greater duckweed,0,0,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Stuckenia pectinatus,Sago pondweed,9.4,10,East,1.32,3,0
2024-LCS-NWA-150824-005A,2024,Utricularia sp.,Bladderwort sp.,,,East,1.32,3,0
2024-LCS-NWA-190824-001A,2024,Algae,Algae,0,0,East,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Ceratophyllum demersum,Coontail,5.5,4,East,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Hydrocharis morsus-ranae,European frog-bit,35.7,44,East,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Lemna minor,Lesser duckweed,0,0,East,0.3,1,1
2024-LCS-NWA-190824-001A,2024,Lemna trisulca,Star duckweed,0,0,East,0.3,1,1
